"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.059650977704409,0.0144617459684342,0,-4.12474246433383,4.17699625252234,0.0133132387217251
"condition1",-0.0573766550861568,0.0204064496254109,0,-2.81169219238947,9.16453931664081,0.0199750101092208
"condition2",-0.0325511916097846,0.0207333433423081,0,-1.5699924065484,8.71045165180106,0.151981609427001
