"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-8.20460004806519,1.36932682386956,0,-5.99170329905606,4.17699625252234,0.00339426015456036
"condition1",-2.94859559138615,1.51144627509036,0,-1.95084379774589,9.16453931664081,0.0822764983482867
"condition2",-3.56368797243686,2.00495911235554,0,-1.77743673198903,8.71045165180106,0.11032917328545
