"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-8.20460004806518,1.36932682386955,0,-5.99170329905608,4.17699625252234,0.00339426015456031
"condition1",-2.94859559138617,1.51144627509035,0,-1.95084379774591,9.16453931664086,0.0822764983482843
"condition2",-3.56368797243688,2.00495911235554,0,-1.77743673198904,8.71045165180109,0.110329173285448
