word,condition,x,y,frequency,point_size,label_size,alpha,x_plot,y_plot
acceptable,3,-0.07733166732317456,0.1037084475835268,1,80.0,7.0,0.55,-0.07733166732317456,-0.00021460087060579114
amusing,3,-0.04343953840354358,0.11907206039323599,1,80.0,7.0,0.55,-0.04343953840354358,0.015149011939103396
anxiety,2,0.1496385750500908,-0.10486659060604245,1,80.0,7.0,0.55,0.1496385750500908,-0.0009435421519098097
bit_bothered,1,0.10334400833090326,-0.015947750519831664,1,80.0,7.0,0.55,0.10334400833090326,-0.015947750519831664
bit_worried,1,0.11127352325057352,-0.07741844422666466,1,80.0,7.0,0.55,0.11127352325057352,-0.07741844422666466
bothered,3,0.08576218595201056,-0.020340453818789978,1,80.0,7.0,0.55,0.08576218595201056,-0.12426350227292257
calm,1,-0.15163225538834038,-0.17099530659940504,10,300.0,11.0,0.9,-0.15163225538834038,-0.17099530659940504
calm,2,-0.15163225538834038,-0.17099530659940498,9,275.55555555555554,10.555555555555555,0.8611111111111112,-0.15163225538834038,-0.06707225814527235
calm,3,-0.15163225538834038,-0.17099530659940498,4,153.33333333333331,8.333333333333334,0.6666666666666667,-0.15163225538834038,-0.27491835505353757
calmer,3,-0.1763274241372786,-0.15684739706650536,1,80.0,7.0,0.55,-0.1763274241372786,-0.26077044552063794
calming,2,-0.1831080936554004,-0.15037126063786646,1,80.0,7.0,0.55,-0.1831080936554004,-0.04644821218373382
comfortable,2,-0.20253644418192102,-0.01444418315426303,1,80.0,7.0,0.55,-0.20253644418192102,0.0894788652998696
comfortable,3,-0.20253644418192102,-0.01444418315426303,1,80.0,7.0,0.55,-0.20253644418192102,-0.11836723160839563
comforting,2,-0.185887841514953,-0.007263691381457156,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.185887841514953,0.09665935707267548
confident,1,-0.12672234023568238,0.10533201923011856,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.12672234023568238,0.10533201923011856
confident,3,-0.12672234023568238,0.10533201923011856,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.12672234023568238,0.0014089707759859654
cool,2,-0.09727383333133392,0.10189451534917401,1,80.0,7.0,0.55,-0.09727383333133392,0.20581756380330665
distracted,1,0.06497403087997705,-0.046805829215941716,2,104.44444444444444,7.444444444444445,0.5888888888888889,0.06497403087997705,-0.046805829215941716
distracted,2,0.06497403087997705,-0.046805829215941716,2,104.44444444444444,7.444444444444445,0.5888888888888889,0.06497403087997705,0.05711721923819092
distracted,3,0.06497403087997705,-0.046805829215941716,1,80.0,7.0,0.55,0.06497403087997705,-0.1507288776700743
easier,1,-0.1612895721713983,0.02779421498830642,1,80.0,7.0,0.55,-0.1612895721713983,0.02779421498830642
effective,1,-0.08626692900227133,0.23329722882726273,1,80.0,7.0,0.55,-0.08626692900227133,0.23329722882726273
engaged,1,0.011937575846955543,0.12190643645669512,1,80.0,7.0,0.55,0.011937575846955543,0.12190643645669512
engaged,2,0.011937575846955545,0.12190643645669512,3,128.88888888888889,7.888888888888889,0.6277777777777778,0.011937575846955545,0.22582948491082777
engaged,3,0.011937575846955541,0.12190643645669512,1,80.0,7.0,0.55,0.011937575846955541,0.017983388002562523
excellent,3,-0.07878544142192255,0.2671446225723589,1,80.0,7.0,0.55,-0.07878544142192255,0.1632215741182263
extremely_nervous,3,0.18797828606647468,-0.09308089932141314,1,80.0,7.0,0.55,0.18797828606647468,-0.19700394777554575
fine,3,-0.1392366853060873,0.08536041133133979,1,80.0,7.0,0.55,-0.1392366853060873,-0.01856263712279281
good,1,-0.12991671222558826,0.29638929723133184,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.12991671222558826,0.29638929723133184
good,2,-0.12991671222558826,0.29638929723133184,8,251.11111111111111,10.11111111111111,0.8222222222222222,-0.12991671222558826,0.4003123456854645
good,3,-0.12991671222558826,0.29638929723133184,1,80.0,7.0,0.55,-0.12991671222558826,0.19246624877719926
happy,2,-0.10473221930810449,0.1581660347847778,1,80.0,7.0,0.55,-0.10473221930810449,0.26208908323891045
helpful,1,-0.10621047061529956,0.18759351555591539,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.10621047061529956,0.18759351555591539
helpful,2,-0.10621047061529956,0.18759351555591539,1,80.0,7.0,0.55,-0.10621047061529956,0.291516564010048
interesting,2,-0.0014092129136929153,0.14522425130040673,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.0014092129136929153,0.24914729975453936
less_anxious,3,-0.14100090373365368,-0.1261898085667209,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.14100090373365368,-0.2301128570208535
like,1,-0.14655764739436436,0.2751348957190006,1,80.0,7.0,0.55,-0.14655764739436436,0.2751348957190006
liked,1,-0.14655764739436436,0.27513489571900074,3,128.88888888888889,7.888888888888889,0.6277777777777778,-0.14655764739436436,0.27513489571900074
liked,2,-0.14655764739436436,0.2751348957190008,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.14655764739436436,0.37905794417313343
monotonous,2,0.05506879065181228,-0.03275101009771365,1,80.0,7.0,0.55,0.05506879065181228,0.071172038356419
nervous,1,0.14208679526742285,-0.10314719359735376,2,104.44444444444444,7.444444444444445,0.5888888888888889,0.14208679526742285,-0.10314719359735376
