"condition","Participant","word","projection_fear_vs_calm"
"3",5,"extremely_nervous",0.187978286066475
"3",1,"very_nervous",0.167660605380973
"3",5,"very_nervous",0.167660605380973
"2",10,"anxiety",0.149638575050091
