"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.0860609749380626,0.0224460173325943,0,-3.83413118072808,4.37557510065624,0.0156898625969044
"condition1",-0.0917907347279552,0.0313586067951468,0,-2.92713051085424,9.5304325108165,0.0158690818788133
"condition2",-0.0646962191777405,0.0313095697569948,0,-2.06634008962346,9.06037788214397,0.0685645829069385
