"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.0193616540481647,0.017905595197392,0,-1.08131865122164,4.17699625252234,0.337992082384331
"condition1",-0.0866880053421484,0.0251641589888102,0,-3.44489976321863,9.16453931664086,0.00713849511179693
"condition2",-0.0653082324860806,0.024093411538961,0,-2.71062619672901,8.71045165180109,0.0246716310911426
