"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.101968529075384,0.049792927882375,0,-2.04785164102546,4.17699625252234,0.106989976047519
"condition1",-0.211258204507105,0.0616665686600613,0,-3.42581416637063,10.0097069457815,0.0064748343631523
"condition2",-0.103350694660373,0.0600340306792311,0,-1.7215351608255,8.84884510696591,0.119833164560761
