"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.343779384688269,0.0877454966226251,0,-3.91791485512689,4.17699625252234,0.0158997250640622
"condition1",-0.333622947621366,0.107017439409331,0,-3.11746337291149,9.16453931664081,0.0121035298104313
"condition2",-0.157115719561227,0.120252813689482,0,-1.30654505903648,8.71045165180106,0.224808976178938
