"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.0193616540481647,0.0179055951973921,0,-1.08131865122164,4.17699625252234,0.337992082384333
"condition1",-0.0866880053421482,0.0251641589888103,0,-3.44489976321862,9.16453931664081,0.00713849511179712
"condition2",-0.0653082324860805,0.0240934115389611,0,-2.710626196729,8.71045165180106,0.0246716310911431
