word,condition,x,y,frequency,point_size,label_size,alpha,x_plot,y_plot
acceptable,3,-0.16090663257566593,-0.21457664526066525,1,80.0,7.0,0.55,-0.16090663257566593,-0.31849969371479786
amusing,3,-0.07717263465126241,-0.15567158804299264,1,80.0,7.0,0.55,-0.07717263465126241,-0.2595946364971252
anxiety,2,0.21810835073296117,0.03713252221297251,1,80.0,7.0,0.55,0.21810835073296117,0.14105557066710514
bit_bothered,1,0.09670945653346914,-0.11484131690706013,1,80.0,7.0,0.55,0.09670945653346914,-0.11484131690706013
bit_worried,1,0.08738060866649534,-0.08700439647193108,1,80.0,7.0,0.55,0.08738060866649534,-0.08700439647193108
bothered,3,0.1463690597603592,-0.11777882963500702,1,80.0,7.0,0.55,0.1463690597603592,-0.2217018780891396
calm,1,-0.20711433568829124,0.35512734813002894,10,300.0,11.0,0.9,-0.20711433568829124,0.35512734813002894
calm,2,-0.2071143356882912,0.35512734813002894,9,275.55555555555554,10.555555555555555,0.8611111111111112,-0.2071143356882912,0.4590503965841616
calm,3,-0.2071143356882912,0.35512734813002894,4,153.33333333333331,8.333333333333334,0.6666666666666667,-0.2071143356882912,0.25120429967589636
calmer,3,-0.2335094855783565,0.31635436290408825,1,80.0,7.0,0.55,-0.2335094855783565,0.21243131444995567
calming,2,-0.24423614498102675,0.3243688772741923,1,80.0,7.0,0.55,-0.24423614498102675,0.4282919257283249
comfortable,2,-0.37393460215662794,0.010955427230244745,1,80.0,7.0,0.55,-0.37393460215662794,0.11487847568437738
comfortable,3,-0.37393460215662794,0.010955427230244747,1,80.0,7.0,0.55,-0.37393460215662794,-0.09296762122388785
comforting,2,-0.2818278972405277,-0.05404595311118811,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.2818278972405277,0.04987709534294453
confident,1,-0.1421510474749166,-0.24332283599209817,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.1421510474749166,-0.24332283599209817
confident,3,-0.1421510474749166,-0.24332283599209817,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.1421510474749166,-0.3472458844462308
cool,2,-0.15221904373938985,0.014329035680148637,1,80.0,7.0,0.55,-0.15221904373938985,0.11825208413428127
distracted,1,0.09467258930990773,-0.11500295538460888,2,104.44444444444444,7.444444444444445,0.5888888888888889,0.09467258930990773,-0.11500295538460888
