Participant,condition,word,projection_fear_vs_calm
15,1,bit_worried,-0.25421249866485596
15,1,calm,0.37931960821151733
15,1,relaxing,0.3892095386981964
15,1,confident,0.1400185376405716
15,1,positive,0.21043521165847778
37,1,nervous,-0.3320538401603699
37,1,good,0.23902779817581177
37,1,calm,0.37931960821151733
37,1,relaxing,0.3892095386981964
37,1,easier,0.2087765634059906
37,1,helpful,0.2626127004623413
37,1,helpful,0.2626127004623413
38,1,calm,0.37931960821151733
38,1,serene,0.3815315365791321
38,1,calm,0.37931960821151733
38,1,relax,0.3583831787109375
38,1,zen,0.24218428134918213
19,2,calm,0.37931960821151733
19,2,good,0.23902779817581177
19,2,relaxed,0.39653995633125305
19,2,engaged,-0.08840125054121017
19,2,happy,0.11204959452152252
19,2,calm,0.37931960821151733
8,2,cool,0.21917736530303955
8,2,useful,0.1504417508840561
8,2,interesting,-0.030205152928829193
8,2,good,0.23902779817581177
39,2,relaxed,0.39653995633125305
39,2,tune_out,-0.03946594521403313
39,2,tune_out,-0.03946594521403313
7,2,relaxed,0.39653995633125305
7,2,good,0.23902779817581177
7,2,tune_out,-0.03946594521403313
7,2,interesting,-0.030205152928829193
3,3,acceptable,0.2651507556438446
3,3,amusing,0.15099182724952698
3,3,very relaxing,0.39442315697669983
3,3,distracted,-0.20045943558216095
3,3,perfect,0.22281770408153534
32,1,relaxed,0.39653995633125305
32,1,relax,0.3583831787109375
32,1,good,0.23902779817581177
32,1,relax,0.3583831787109375
17,2,good,0.23902779817581177
17,2,comfortable,0.43955132365226746
17,2,good,0.23902779817581177
9,2,pleasant,0.25958073139190674
9,2,relaxing,0.3892095386981964
9,2,calm,0.37931960821151733
9,2,relaxed,0.39653995633125305
9,2,liked,0.15438689291477203
9,2,good,0.23902779817581177
9,2,pleasant,0.25958073139190674
22,2,calm,0.37931960821151733
22,2,tiresome,-0.2643214166164398
22,2,comforting,0.3812330961227417
22,2,good,0.23902779817581177
22,2,monotonous,-0.14575165510177612
22,2,comforting,0.3812330961227417
22,2,calm,0.37931960821151733
5,3,very_nervous,-0.3391379714012146
5,3,extremely_nervous,-0.371637761592865
5,3,calm,0.37931960821151733
5,3,less_anxious,0.1053730770945549
5,3,comfortable,0.43955132365226746
5,3,trust,0.19842390716075897
5,3,calm,0.37931960821151733
5,3,calmer,0.31372982263565063
5,3,nervous,-0.3320538401603699
1,3,very_nervous,-0.3391379714012146
1,3,confident,0.1400185376405716
1,3,nervous,-0.3320538401603699
1,3,calm,0.37931960821151733
1,3,bothered,-0.3371163010597229
1,3,calm,0.37931960821151733
1,3,less_anxious,0.1053730770945549
20,1,relaxing,0.3892095386981964
20,1,engaged,-0.08840125054121017
20,1,relaxing,0.3892095386981964
20,1,positive,0.21043521165847778
26,1,relaxing,0.3892095386981964
26,1,calm,0.37931960821151733
26,1,relaxing,0.3892095386981964
26,1,effective,0.03972966596484184
26,1,peaceful,0.3945402503013611
26,1,distracted,-0.20045943558216095
45,1,liked,0.15438689291477203
45,1,like,0.15438689291477203
30,1,relaxing,0.3892095386981964
30,1,calm,0.37931960821151733
30,1,useful,0.1504417508840561
30,1,relaxing,0.3892095386981964
36,2,calm,0.37931960821151733
36,2,engaged,-0.08840125054121017
18,2,positive,0.21043521165847778
31,3,excellent,0.13900434970855713
31,3,engaged,-0.08840125054121017
27,3,good,0.23902779817581177
27,3,peaceful,0.3945402503013611
6,3,nervous,-0.3320538401603699
6,3,confident,0.1400185376405716
6,3,peaceful,0.3945402503013611
4,1,relaxing,0.3892095386981964
4,1,liked,0.15438689291477203
11,2,nervous,-0.3320538401603699
11,2,some_anxiety,-0.33678993582725525
11,2,calm,0.37931960821151733
11,2,tune_out,-0.03946594521403313
16,3,relaxed,0.39653995633125305
16,3,fine,0.21218310296535492
21,2,valuable,0.01076002698391676
21,2,calm,0.37931960821151733
21,2,calm,0.37931960821151733
21,2,pleasant,0.25958073139190674
21,2,distracted,-0.20045943558216095
21,2,helpful,0.2626127004623413
21,2,relaxed,0.39653995633125305
10,2,calming,0.37053799629211426
10,2,relaxing,0.3892095386981964
10,2,anxiety,-0.379404753446579
10,2,trust,0.19842390716075897
10,2,distracted,-0.20045943558216095
10,2,engaged,-0.08840125054121017
41,1,nervous,-0.3320538401603699
41,1,calm,0.37931960821151733
41,1,calm,0.37931960821151733
41,1,confident,0.1400185376405716
41,1,distracted,-0.20045943558216095
41,1,bit_bothered,-0.2397475391626358
41,1,calm,0.37931960821151733
41,1,liked,0.15438689291477203
13,1,calm,0.37931960821151733
35,2,good,0.23902779817581177
35,2,repetitive,-0.12221767008304596
35,2,liked,0.15438689291477203
