"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",0.103231121848027,0.037298545152423,0,2.76769834925642,4.17699625252234,0.0480783834023309
"condition1",0.123004788548375,0.0500538688931354,0,2.45744817070962,9.16453931664081,0.0358608022679687
"condition2",0.0624926287974965,0.0488478780366542,0,1.27933149420746,8.71045165180106,0.233806148675077
