word,condition,x,y,frequency,point_size,label_size,alpha,x_plot,y_plot
acceptable,3,0.10805127020457227,-1.065779362404443,1,80.0,7.0,0.55,0.10805127020457227,-1.1697024108585756
amusing,3,0.7419122986903597,-1.8120852655917215,1,80.0,7.0,0.55,0.7419122986903597,-1.9160083140458541
anxiety,2,0.4296544571057155,0.15928939414816645,1,80.0,7.0,0.55,0.4296544571057155,0.2632124426022991
bit_bothered,1,0.06196866844644723,-1.309339305871968,1,80.0,7.0,0.55,0.06196866844644723,-1.309339305871968
bit_worried,1,-0.13587837781492282,-0.8896762750258379,1,80.0,7.0,0.55,-0.13587837781492282,-0.8896762750258379
bothered,3,0.10476051735676002,-1.4014326028242654,1,80.0,7.0,0.55,0.10476051735676002,-1.505355651278398
calm,1,-0.8828467203775159,4.47941054700796,10,300.0,11.0,0.9,-0.8828467203775159,4.47941054700796
calm,2,-0.8828467203775158,4.479410547007963,9,275.55555555555554,10.555555555555555,0.8611111111111112,-0.8828467203775158,4.583333595462095
calm,3,-0.8828467203775158,4.479410547007964,4,153.33333333333331,8.333333333333334,0.6666666666666667,-0.8828467203775158,4.375487498553832
calmer,3,-0.027877248508701484,1.1540210201181942,1,80.0,7.0,0.55,-0.027877248508701484,1.0500979716640615
calming,2,-0.9759507398701275,1.153754696237538,1,80.0,7.0,0.55,-0.9759507398701275,1.2576777446916707
comfortable,2,-0.757865680607197,-0.977666522378522,1,80.0,7.0,0.55,-0.757865680607197,-0.8737434739243894
comfortable,3,-0.757865680607197,-0.9776665223785219,1,80.0,7.0,0.55,-0.757865680607197,-1.0815895708326546
comforting,2,-0.12756378270861632,-0.9777796017790498,2,104.44444444444444,7.444444444444445,0.5888888888888889,-0.12756378270861632,-0.8738565533249172
confident,1,-1.1595053605411034,-0.07523130658758989,2,104.44444444444444,7.444444444444445,0.5888888888888889,-1.1595053605411034,-0.07523130658758989
confident,3,-1.1595053605411034,-0.07523130658759002,2,104.44444444444444,7.444444444444445,0.5888888888888889,-1.1595053605411034,-0.1791543550417226
