"Coef","beta","SE","null_value","tstat","df_Satt","p_Satt"
"(Intercept)",-0.084688382229322,0.0221743428749859,0,-3.81920594927105,4.17699625252234,0.0173431557657598
"condition1",-0.0916762811206768,0.0314274818412389,0,-2.91707371223042,9.16453931664086,0.0167963419668944
"condition2",-0.0665492852456621,0.0312107407754344,0,-2.13225587064702,8.71045165180109,0.0627942772323505
